time,ppg
17.92,31934
17.925,31993
17.93,32126
17.935,32153
17.94,32217
17.945,32236
17.95,32394
17.955,32479
17.96,32589
17.965,32726
17.97,32824
17.975,32904
17.98,33013
17.985,33103
17.99,33212
17.995,33286
18.0,33329
18.005,33341
18.01,33434
18.015,33452
18.02,33700
18.025,33730
18.03,33664
18.035,33546
18.04,33557
18.045,33516
18.05,33370
18.055,33279
18.06,33245
18.065,33072
18.07,32983
18.075,32913
18.08,32861
18.085,32782
18.09,32670
18.095,32618
18.1,32582
18.105,32527
18.11,32482
18.115,32458
18.12,32517
18.125,32488
18.13,32612
18.135,32555
18.14,32535
18.145,32599
18.15,32654
18.155,32702
18.16,32754
18.165,32806
18.17,32838
18.175,32919
18.18,33026
18.185,32981
18.19,33030
18.195,33112
18.2,33169
18.205,33185
18.21,33226
18.215,33200
18.22,33205
18.225,33242
18.23,33240
18.235,33266
18.24,33244
18.245,33098
18.25,33159
18.255,33070
18.26,32974
18.265,33015
18.27,32941
18.275,32877
18.28,32782
18.285,32729
18.29,32693
18.295,32581
18.3,32565
18.305,32508
18.31,32435
18.315,32389
18.32,32315
18.325,32218
18.33,32168
18.335,32158
18.34,32139
18.345,32065
18.35,32000
18.355,31985
18.36,31879
18.365,31877
18.37,31870
18.375,31856
18.38,31824
18.385,31805
18.39,31755
18.395,31761
18.4,31777
18.405,31689
18.41,31702
18.415,31723
18.42,31781
18.425,31746
18.43,31772
18.435,31758
18.44,31690
18.445,31699
18.45,31656
18.455,31738
18.46,31719
18.465,31712
18.47,31712
18.475,31703
18.48,31692
18.485,31693
18.49,31725
18.495,31652
18.5,31641
18.505,31678
18.51,31718
18.515,31684
18.52,31667
18.525,31703
18.53,31676
18.535,31602
18.54,31633
18.545,31593
18.55,31660
18.555,31650
18.56,31681
18.565,31740
18.57,31642
18.575,31663
18.58,31648
18.585,31560
18.59,31633
18.595,31633
18.6,31668
18.605,31627
18.61,31610
18.615,31677
18.62,31653
18.625,31622
18.63,31627
18.635,31643
18.64,31683
18.645,31704
18.65,31607
18.655,31696
18.66,31657
18.665,31670
18.67,31695
18.675,31629
18.68,31700
18.685,31629
18.69,31668
18.695,31666
18.7,31772
18.705,31788
18.71,31780
18.715,31798
18.72,31794
18.725,31915
18.73,31949
18.735,31984
18.74,32009
18.745,32069
18.75,32155
18.755,32290
18.76,32299
18.765,32434
18.77,32590
18.775,32669
18.78,32807
18.785,32866
18.79,32971
18.795,33072
18.8,33139
18.805,33212
18.81,33253
18.815,33278
18.82,33428
18.825,33388
18.83,33387
18.835,33759
18.84,33670
18.845,33611
18.85,33582
18.855,33532
18.86,33464
18.865,33386
18.87,33309
18.875,33174
18.88,33095
18.885,32983
18.89,32874
18.895,32827
18.9,32749
18.905,32734
18.91,32632
18.915,32539
18.92,32550
18.925,32495
18.93,32547
18.935,32427
18.94,32471
18.945,32488
18.95,32540
18.955,32563
18.96,32550
18.965,32584
18.97,32704
18.975,32801
18.98,32853
18.985,32840
18.99,32923
18.995,32928
19.0,32956
19.005,33097
19.01,33119
19.015,33119
19.02,33148
19.025,33219
19.03,33215
19.035,33202
19.04,33227
19.045,33212
19.05,33186
19.055,33156
19.06,33188
19.065,33105
19.07,33040
19.075,33101
19.08,33031
19.085,32951
19.09,32871
19.095,32819
19.1,32697
19.105,32683
19.11,32628
19.115,32546
19.12,32504
19.125,32397
19.13,32369
19.135,32248
19.14,32245
19.145,32170
19.15,32094
19.155,32080
19.16,32050
19.165,31988
19.17,32004
19.175,31913
19.18,31940
19.185,31905
19.19,31833
19.195,31883
19.2,31764
19.205,31814
19.21,31782
19.215,31794
19.22,31700
19.225,31703
19.23,31707
19.235,31730
19.24,31725
19.245,31717
19.25,31703
19.255,31683
19.26,31656
19.265,31686
19.27,31717
19.275,31731
19.28,31675
19.285,31729
19.29,31642
19.295,31715
19.3,31648
19.305,31693
19.31,31650
19.315,31648
19.32,31662
19.325,31730
19.33,31655
19.335,31700
19.34,31682
19.345,31686
19.35,31686
19.355,31696
19.36,31630
19.365,31673
19.37,31683
19.375,31649
19.38,31682
19.385,31632
19.39,31693
19.395,31642
19.4,31656
19.405,31693
19.41,31702
19.415,31643
19.42,31640
19.425,31697
19.43,31560
19.435,31708
19.44,31705
19.445,31622
19.45,31701
19.455,31671
19.46,31674
19.465,31576
19.47,31640
19.475,31651
19.48,31644
19.485,31645
19.49,31650
19.495,31561
19.5,31658
19.505,31645
19.51,31671
19.515,31664
19.52,31691
19.525,31713
19.53,31781
19.535,31708
19.54,31820
19.545,31780
19.55,31791
19.555,31811
19.56,31939
19.565,31910
19.57,32057
19.575,32106
19.58,32151
19.585,32232
19.59,32364
19.595,32450
19.6,32573
19.605,32653
19.61,32709
19.615,32854
19.62,32897
19.625,33069
19.63,33133
19.635,33175
19.64,33250
19.645,33332
19.65,33322
19.655,33462
19.66,33781
19.665,33697
19.67,33704
19.675,33724
19.68,33621
19.685,33501
19.69,33381
19.695,33312
19.7,33319
19.705,33192
19.71,33038
19.715,33015
19.72,32887
19.725,32793
19.73,32722
19.735,32657
19.74,32676
19.745,32538
19.75,32522
19.755,32560
19.76,32554
19.765,32464
19.77,32580
19.775,32563
19.78,32497
19.785,32646
19.79,32568
19.795,32689
19.8,32672
19.805,32701
19.81,32847
19.815,32885
19.82,32920
19.825,32981
19.83,33020
19.835,33060
19.84,33072
19.845,33167
19.85,33177
19.855,33192
19.86,33197
19.865,33217
19.87,33176
19.875,33214
19.88,33177
19.885,33238
19.89,33132
19.895,33116
19.9,33093
19.905,33075
19.91,33012
19.915,32942
19.92,32960
19.925,32821
19.93,32769
19.935,32790
19.94,32596
19.945,32597
19.95,32513
19.955,32387
19.96,32350
19.965,32343
19.97,32205
19.975,32197
19.98,32186
19.985,32097
19.99,32071
19.995,31998
20.0,31962
20.005,31929
20.01,31908
20.015,31916
20.02,31871
20.025,31917
20.03,31847
20.035,31820
20.04,31876
20.045,31779
20.05,31743
20.055,31767
20.06,31714
20.065,31764
20.07,31788
20.075,31757
20.08,31715
20.085,31720
20.09,31739
20.095,31761
20.1,31702
20.105,31699
20.11,31751
20.115,31718
20.12,31721
20.125,31724
20.13,31678
20.135,31699
20.14,31741
20.145,31696
20.15,31694
20.155,31711
20.16,31713
20.165,31789
20.17,31668
20.175,31701
20.18,31767
20.185,31696
20.19,31707
20.195,31641
20.2,31727
20.205,31722
20.21,31720
20.215,31683
20.22,31702
20.225,31686
20.23,31718
20.235,31686
20.24,31714
20.245,31638
20.25,31673
20.255,31583
20.26,31679
20.265,31711
20.27,31674
20.275,31767
20.28,31648
20.285,31672
20.29,31651
20.295,31668
20.3,31671
20.305,31637
20.31,31659
20.315,31771
20.32,31696
20.325,31746
20.33,31679
20.335,31735
20.34,31775
20.345,31772
20.35,31786
20.355,31829
20.36,31874
20.365,31947
20.37,32012
20.375,31981
20.38,32021
20.385,32162
20.39,32251
20.395,32366
20.4,32474
20.405,32512
20.41,32714
20.415,32757
20.42,32792
20.425,32995
20.43,33072
20.435,33167
20.44,33154
20.445,33276
20.45,33356
20.455,33393
20.46,33456
20.465,33493
20.47,33823
20.475,33791
20.48,33703
20.485,33718
20.49,33601
20.495,33545
20.5,33421
20.505,33289
20.51,33162
20.515,33154
20.52,33028
20.525,32960
20.53,32906
20.535,32740
20.54,32662
20.545,32674
20.55,32628
20.555,32566
20.56,32530
20.565,32475
20.57,32523
20.575,32504
20.58,32560
20.585,32602
20.59,32578
20.595,32650
20.6,32684
20.605,32749
20.61,32829
20.615,32850
20.62,32905
20.625,32961
20.63,32970
20.635,33035
20.64,33094
20.645,33169
20.65,33209
20.655,33277
20.66,33183
20.665,33241
20.67,33193
20.675,33241
20.68,33199
20.685,33290
20.69,33258
20.695,33169
20.7,33188
20.705,33165
20.71,33157
20.715,33076
20.72,32998
20.725,32933
20.73,32898
20.735,32824
20.74,32731
20.745,32640
20.75,32656
20.755,32527
20.76,32480
20.765,32456
20.77,32365
20.775,32350
20.78,32215
20.785,32231
20.79,32108
20.795,32056
20.8,32031
20.805,32035
20.81,31971
20.815,31915
20.82,31979
20.825,31876
20.83,31884
20.835,31877
20.84,31833
20.845,31847
20.85,31843
20.855,31805
20.86,31836
20.865,31769
20.87,31745
20.875,31783
20.88,31736
20.885,31779
20.89,31758
20.895,31741
20.9,31775
20.905,31771
20.91,31644
20.915,31736
20.92,31751
20.925,31762
20.93,31723
20.935,31700
20.94,31744
20.945,31763
20.95,31664
20.955,31683
20.96,31715
20.965,31642
20.97,31713
20.975,31763
20.98,31694
20.985,31736
20.99,31699
20.995,31745
21.0,31752
21.005,31775
21.01,31730
21.015,31765
21.02,31741
21.025,31709
21.03,31778
21.035,31703
21.04,31730
21.045,31811
21.05,31754
21.055,31693
21.06,31732
21.065,31701
21.07,31716
21.075,31667
21.08,31728
21.085,31665
21.09,31734
21.095,31734
21.1,31752
21.105,31803
21.11,31666
21.115,31685
21.12,31696
21.125,31716
21.13,31775
21.135,31740
21.14,31743
21.145,31737
21.15,31773
21.155,31802
21.16,31841
21.165,31825
21.17,31912
21.175,31980
21.18,32024
21.185,32026
21.19,32167
21.195,32242
21.2,32306
21.205,32341
21.21,32428
21.215,32583
21.22,32650
21.225,32746
21.23,32933
21.235,33039
21.24,33131
21.245,33217
21.25,33289
21.255,33290
21.26,33435
21.265,33446
21.27,33490
21.275,33546
21.28,33824
21.285,33842
21.29,33749
21.295,33681
21.3,33603
21.305,33547
21.31,33406
21.315,33373
21.32,33275
21.325,33164
21.33,33008
21.335,32920
21.34,32937
21.345,32799
21.35,32813
21.355,32678
21.36,32668
21.365,32565
21.37,32567
21.375,32567
21.38,32590
21.385,32635
21.39,32624
21.395,32560
21.4,32643
21.405,32674
21.41,32700
21.415,32792
21.42,32878
21.425,32857
21.43,32967
21.435,33030
21.44,32994
21.445,33146
21.45,33190
21.455,33182
21.46,33271
21.465,33251
21.47,33310
21.475,33311
21.48,33269
21.485,33314
21.49,33297
21.495,33275
21.5,33234
21.505,33222
21.51,33175
21.515,33222
21.52,33067
21.525,33092
21.53,33013
21.535,32933
21.54,32944
21.545,32826
21.55,32834
21.555,32719
21.56,32672
21.565,32591
21.57,32555
21.575,32504
21.58,32394
21.585,32353
21.59,32362
21.595,32226
21.6,32264
21.605,32140
21.61,32093
21.615,32015
21.62,32010
21.625,31947
21.63,31961
21.635,31981
21.64,31932
21.645,31892
21.65,31860
21.655,31857
21.66,31816
21.665,31811
21.67,31916
21.675,31846
21.68,31797
21.685,31848
21.69,31872
21.695,31791
21.7,31806
21.705,31761
21.71,31746
21.715,31850
21.72,31922
21.725,31770
21.73,31736
21.735,31844
21.74,31830
21.745,31807
21.75,31842
21.755,31776
21.76,31797
21.765,31815
21.77,31774
21.775,31802
21.78,31775
21.785,31799
21.79,31788
21.795,31710
21.8,31784
21.805,31728
21.81,31749
21.815,31719
21.82,31807
21.825,31766
21.83,31763
21.835,31821
21.84,31801
21.845,31767
21.85,31700
21.855,31798
21.86,31764
21.865,31760
21.87,31799
21.875,31749
21.88,31769
21.885,31803
21.89,31791
21.895,31748
21.9,31822
21.905,31811
21.91,31837
21.915,31767
21.92,31777
21.925,31807
21.93,31785
21.935,31774
21.94,31765
21.945,31758
21.95,31747
21.955,31748
21.96,31788
21.965,31764
21.97,31728
21.975,31785
21.98,31848
21.985,31845
21.99,31733
21.995,31787
22.0,31861
22.005,31855
22.01,31878
22.015,31899
22.02,31940
22.025,31941
22.03,32067
22.035,32042
22.04,32136
22.045,32265
22.05,32327
22.055,32340
22.06,32432
22.065,32509
22.07,32615
22.075,32731
22.08,32895
22.085,32939
22.09,33080
22.095,33175
22.1,33268
22.105,33327
22.11,33435
22.115,33473
22.12,33514
22.125,33521
22.13,33796
22.135,33889
22.14,33862
22.145,33775
22.15,33730
22.155,33677
22.16,33553
22.165,33526
22.17,33433
22.175,33342
22.18,33249
22.185,33054
22.19,33051
22.195,32933
22.2,32912
22.205,32844
22.21,32778
22.215,32700
22.22,32769
22.225,32643
22.23,32595
22.235,32665
22.24,32587
22.245,32725
22.25,32718
22.255,32762
22.26,32791
22.265,32812
22.27,32799
22.275,32876
22.28,32970
22.285,32996
22.29,33070
22.295,33084
22.3,33130
22.305,33214
22.31,33272
22.315,33282
22.32,33277
22.325,33277
22.33,33426
22.335,33324
22.34,33336
22.345,33337
22.35,33383
22.355,33305
22.36,33325
22.365,33282
22.37,33192
22.375,33193
22.38,33093
22.385,33077
22.39,33051
22.395,32955
22.4,32867
22.405,32820
22.41,32763
22.415,32717
22.42,32559
22.425,32511
22.43,32533
22.435,32453
22.44,32401
22.445,32354
22.45,32290
22.455,32233
22.46,32209
22.465,32189
22.47,32140
22.475,32095
22.48,32027
22.485,32046
22.49,31972
22.495,31967
22.5,31978
22.505,31960
22.51,31980
22.515,31959
22.52,31934
22.525,31896
22.53,31899
22.535,31883
22.54,31948
22.545,31897
22.55,31853
22.555,31843
22.56,31914
22.565,31836
22.57,31877
22.575,31868
22.58,31898
22.585,31828
22.59,31874
22.595,31863
22.6,31883
22.605,31902
22.61,31857
22.615,31844
22.62,31882
22.625,31800
22.63,31856
22.635,31814
22.64,31805
22.645,31791
22.65,31788
22.655,31876
22.66,31877
22.665,31849
22.67,31881
22.675,31845
22.68,31826
22.685,31805
22.69,31870
22.695,31871
22.7,31887
22.705,31813
22.71,31831
22.715,31792
22.72,31881
22.725,31865
22.73,31858
22.735,31838
22.74,31833
22.745,31825
22.75,31877
22.755,31816
22.76,31869
22.765,31848
22.77,31802
22.775,31787
22.78,31811
22.785,31838
22.79,31795
22.795,31864
22.8,31885
22.805,31867
22.81,31792
22.815,31774
22.82,31896
22.825,31928
22.83,31873
22.835,31921
22.84,31912
22.845,31922
22.85,32009
22.855,31988
22.86,32078
22.865,32156
22.87,32144
22.875,32277
22.88,32233
22.885,32389
22.89,32442
22.895,32625
22.9,32632
22.905,32705
22.91,32865
22.915,32860
22.92,33038
22.925,33100
22.93,33277
22.935,33317
22.94,33435
22.945,33475
22.95,33496
22.955,33502
22.96,33671
22.965,33950
22.97,33890
22.975,33893
22.98,33897
22.985,33752
22.99,33817
22.995,33648
23.0,33557
23.005,33523
23.01,33389
23.015,33249
23.02,33224
23.025,33118
23.03,33058
23.035,32909
23.04,32835
23.045,32841
23.05,32757
23.055,32660
23.06,32693
23.065,32724
23.07,32673
23.075,32753
23.08,32706
23.085,32746
23.09,32724
23.095,32793
23.1,32859
23.105,32935
23.11,32972
23.115,33056
23.12,32994
23.125,33126
23.13,33172
23.135,33189
23.14,33271
23.145,33287
23.15,33366
23.155,33369
23.16,33424
23.165,33391
23.17,33480
23.175,33451
23.18,33497
23.185,33416
23.19,33383
23.195,33380
23.2,33325
23.205,33265
23.21,33258
23.215,33205
23.22,33130
23.225,33081
23.23,32999
23.235,32976
23.24,32858
23.245,32902
23.25,32777
23.255,32746
23.26,32606
23.265,32600
23.27,32524
23.275,32508
23.28,32450
23.285,32309
23.29,32363
23.295,32224
23.3,32286
23.305,32199
23.31,32124
23.315,32163
23.32,32111
23.325,32050
23.33,32037
23.335,32062
23.34,31979
23.345,31983
23.35,32068
23.355,31962
23.36,31994
23.365,31988
23.37,32000
23.375,31991
23.38,31863
23.385,31932
23.39,31989
23.395,31914
23.4,32006
23.405,31947
23.41,31891
23.415,31954
23.42,32003
23.425,31907
23.43,31950
23.435,31897
23.44,31906
23.445,31931
23.45,31944
23.455,31938
23.46,31932
23.465,32011
23.47,31884
23.475,31855
23.48,31942
23.485,31928
23.49,31869
23.495,31982
23.5,31894
23.505,31868
23.51,31934
23.515,31941
23.52,32003
23.525,31861
23.53,31871
23.535,31906
23.54,31900
23.545,31913
23.55,31890
23.555,31859
23.56,31900
23.565,31942
23.57,31945
23.575,31894
23.58,31938
23.585,31936
23.59,31906
23.595,31915
23.6,31935
23.605,32041
23.61,31954
23.615,31927
23.62,31968
23.625,31971
23.63,32055
23.635,31961
23.64,32032
23.645,32140
23.65,32169
23.655,32206
23.66,32290
23.665,32283
23.67,32419
23.675,32446
23.68,32530
23.685,32690
23.69,32744
23.695,32865
23.7,33008
23.705,33055
23.71,33221
23.715,33382
23.72,33388
23.725,33517
23.73,33586
23.735,33575
23.74,33620
23.745,33671
23.75,33610
23.755,34010
23.76,33997
23.765,33968
23.77,33915
23.775,33883
23.78,33746
23.785,33723
23.79,33602
23.795,33507
23.8,33386
23.805,33332
23.81,33178
23.815,33146
23.82,33081
23.825,32946
23.83,32876
23.835,32833
23.84,32820
23.845,32808
23.85,32810
23.855,32842
23.86,32836
23.865,32801
23.87,32800
23.875,32800
23.88,32911
23.885,32943
23.89,32961
23.895,33015
23.9,33070
23.905,33033
23.91,33179
23.915,33245
23.92,33279
23.925,33292
23.93,33376
23.935,33430
23.94,33511
23.945,33511
23.95,33514
23.955,33504
23.96,33463
23.965,33493
23.97,33451
23.975,33480
23.98,33499
23.985,33467
23.99,33425
23.995,33350
24.0,33337
24.005,33238
24.01,33119
24.015,33136
24.02,33070
24.025,32941
24.03,32920
24.035,32785
24.04,32792
24.045,32790
24.05,32661
24.055,32672
24.06,32575
24.065,32486
24.07,32396
24.075,32440
24.08,32393
24.085,32273
24.09,32274
24.095,32295
24.1,32196
24.105,32209
24.11,32098
24.115,32114
24.12,32154
24.125,32067
24.13,32042
24.135,32030
24.14,32056
24.145,32002
24.15,32047
24.155,32064
24.16,32093
24.165,32017
24.17,32086
24.175,32044
24.18,32012
24.185,32036
24.19,32070
24.195,32067
24.2,32038
24.205,32006
24.21,32038
24.215,32014
24.22,32011
24.225,32014
24.23,32069
24.235,31959
24.24,31999
24.245,31961
24.25,32032
24.255,32040
24.26,32048
24.265,31985
24.27,32000
24.275,32025
24.28,32003
24.285,32007
24.29,32003
24.295,32005
24.3,31991
24.305,32011
24.31,31941
24.315,31978
24.32,31945
24.325,31990
24.33,31966
24.335,32012
24.34,32038
24.345,31947
24.35,31964
24.355,32005
24.36,32046
24.365,32023
24.37,32012
24.375,31996
24.38,31985
24.385,32020
24.39,32029
24.395,32024
24.4,32006
24.405,31981
24.41,32023
24.415,32058
24.42,32052
24.425,32134
24.43,32103
24.435,32182
24.44,32252
24.445,32321
24.45,32361
24.455,32464
24.46,32474
24.465,32551
24.47,32709
24.475,32734
24.48,32862
24.485,32910
24.49,33121
24.495,33213
24.5,33265
24.505,33330
24.51,33497
24.515,33583
24.52,33689
24.525,33775
24.53,33730
24.535,33745
24.54,33758
24.545,34073
24.55,34011
24.555,33988
24.56,33964
24.565,33841
24.57,33775
24.575,33781
24.58,33621
24.585,33579
24.59,33494
24.595,33360
24.6,33299
24.605,33177
24.61,33075
24.615,33034
24.62,32982
24.625,32936
24.63,32897
24.635,32855
24.64,32893
24.645,32843
24.65,32842
24.655,32906
24.66,32860
24.665,32928
24.67,33019
24.675,33012
24.68,33109
24.685,33099
24.69,33142
24.695,33209
24.7,33248
24.705,33307
24.71,33354
24.715,33446
24.72,33474
24.725,33489
24.73,33502
24.735,33671
24.74,33567
24.745,33637
24.75,33548
24.755,33561
24.76,33622
24.765,33520
24.77,33496
24.775,33501
24.78,33438
24.785,33410
24.79,33377
24.795,33349
24.8,33267
24.805,33211
24.81,33185
24.815,33124
24.82,32995
24.825,32876
24.83,32842
24.835,32854
24.84,32736
24.845,32669
24.85,32621
24.855,32641
24.86,32535
24.865,32471
24.87,32415
24.875,32360
24.88,32464
24.885,32327
24.89,32303
24.895,32258
24.9,32284
24.905,32187
24.91,32134
24.915,32166
24.92,32184
24.925,32240
24.93,32145
24.935,32106
24.94,32121
24.945,32094
24.95,32087
24.955,32114
24.96,32117
24.965,32078
24.97,32139
24.975,32094
24.98,32098
24.985,32073
24.99,32103
24.995,32103
25.0,32111
25.005,32056
25.01,32108
25.015,32063
25.02,32087
25.025,32109
25.03,32136
25.035,32065
25.04,32040
25.045,32085
25.05,32123
25.055,32066
25.06,32166
25.065,32009
25.07,32131
25.075,32119
25.08,32116
25.085,32045
25.09,32124
25.095,32117
25.1,32119
25.105,32065
25.11,32064
25.115,32120
25.12,32085
25.125,32059
25.13,32042
25.135,32081
25.14,32022
25.145,32092
25.15,32076
25.155,32014
25.16,32086
25.165,32113
25.17,32079
25.175,32021
25.18,32047
25.185,32099
25.19,32022
25.195,32055
25.2,32110
25.205,32059
25.21,32048
25.215,32099
25.22,32129
25.225,32086
25.23,32024
25.235,32016
25.24,32068
25.245,32016
25.25,32083
25.255,32125
25.26,32004
25.265,32105
25.27,32136
25.275,32122
25.28,32176
25.285,32205
25.29,32256
25.295,32352
25.3,32308
25.305,32313
25.31,32365
25.315,32422
25.32,32533
25.325,32600
25.33,32692
25.335,32777
25.34,32927
25.345,33013
25.35,33118
25.355,33164
25.36,33284
25.365,33353
25.37,33474
25.375,33591
25.38,33624
25.385,33712
25.39,33863
25.395,33821
25.4,33795
25.405,34132
25.41,34158
25.415,34159
25.42,34078
25.425,34051
25.43,33959
25.435,33825
25.44,33813
25.445,33665
25.45,33654
25.455,33469
25.46,33392
25.465,33290
25.47,33219
25.475,33172
25.48,33086
25.485,33083
25.49,33013
25.495,33024
25.5,32950
25.505,32986
25.51,32984
25.515,32946
25.52,33064
25.525,33055
25.53,33055
25.535,33069
25.54,33119
25.545,33166
25.55,33234
25.555,33236
25.56,33333
25.565,33362
25.57,33495
25.575,33511
25.58,33588
25.585,33654
25.59,33620
25.595,33705
25.6,33667
25.605,33692
25.61,33643
25.615,33681
25.62,33723
25.625,33674
25.63,33621
25.635,33606
25.64,33544
25.645,33505
25.65,33430
25.655,33471
25.66,33415
25.665,33312
25.67,33205
25.675,33182
25.68,33199
25.685,33012
25.69,32977
25.695,32915
25.7,32898
25.705,32763
25.71,32760
25.715,32666
25.72,32630
25.725,32550
25.73,32567
25.735,32488
25.74,32445
25.745,32471
25.75,32412
25.755,32455
25.76,32359
25.765,32324
25.77,32305
25.775,32382
25.78,32311
25.785,32242
25.79,32252
25.795,32211
25.8,32245
25.805,32195
25.81,32186
25.815,32217
25.82,32245
25.825,32223
25.83,32215
25.835,32187
25.84,32095
25.845,32174
25.85,32171
25.855,32196
25.86,32239
25.865,32201
25.87,32109
25.875,32172
25.88,32162
25.885,32196
25.89,32166
25.895,32099
25.9,32134
25.905,32155
25.91,32091
25.915,32161
25.92,32154
25.925,32203
25.93,32159
25.935,32140
25.94,32157
25.945,32162
25.95,32196
25.955,32126
25.96,32078
25.965,32260
25.97,32187
25.975,32160
25.98,32246
25.985,32116
25.99,32129
25.995,32141
26.0,32175
26.005,32140
26.01,32185
26.015,32143
26.02,32203
26.025,32172
26.03,32094
26.035,32153
26.04,32113
26.045,32149
26.05,32154
26.055,32235
26.06,32145
26.065,32094
26.07,32157
26.075,32110
26.08,32219
26.085,32178
26.09,32210
26.095,32138
26.1,32114
26.105,32163
26.11,32103
26.115,32119
26.12,32127
26.125,32151
26.13,32103
26.135,32086
26.14,32217
26.145,32150
26.15,32169
26.155,32206
26.16,32211
26.165,32184
26.17,32208
26.175,32303
26.18,32315
26.185,32295
26.19,32364
26.195,32277
26.2,32400
26.205,32442
26.21,32446
26.215,32601
26.22,32692
26.225,32765
26.23,32783
26.235,32941
26.24,33061
26.245,33151
26.25,33278
26.255,33394
26.26,33532
26.265,33587
26.27,33766
26.275,33758
26.28,33829
26.285,33902
26.29,33911
26.295,33925
26.3,34312
26.305,34173
26.31,34155
26.315,34250
26.32,34141
26.325,34062
26.33,33972
26.335,33882
26.34,33743
26.345,33672
26.35,33549
26.355,33536
26.36,33428
26.365,33332
26.37,33264
26.375,33181
26.38,33090
26.385,33152
26.39,33081
26.395,33030
26.4,33049
26.405,33075
26.41,33082
26.415,33082
26.42,33116
26.425,33112
26.43,33210
26.435,33241
26.44,33290
26.445,33259
26.45,33384
26.455,33439
26.46,33496
26.465,33423
26.47,33498
26.475,33622
26.48,33617
26.485,33701
26.49,33713
26.495,33770
26.5,33734
26.505,33724
26.51,33783
26.515,33747
26.52,33700
26.525,33649
26.53,33810
26.535,33646
26.54,33610
26.545,33500
26.55,33483
26.555,33459
26.56,33418
26.565,33373
26.57,33253
26.575,33234
26.58,33194
26.585,33067
26.59,33019
26.595,32893
26.6,32868
26.605,32789
26.61,32809
26.615,32725
26.62,32741
26.625,32643
26.63,32623
26.635,32574
26.64,32526
26.645,32446
26.65,32518
26.655,32427
26.66,32339
26.665,32364
26.67,32327
26.675,32395
26.68,32376
26.685,32382
26.69,32395
26.695,32281
26.7,32227
26.705,32256
26.71,32300
26.715,32179
26.72,32253
26.725,32303
26.73,32237
26.735,32262
26.74,32230
26.745,32327
26.75,32333
26.755,32221
26.76,32226
26.765,32261
26.77,32281
26.775,32271
26.78,32279
26.785,32291
26.79,32298
26.795,32323
26.8,32260
26.805,32235
26.81,32249
26.815,32335
26.82,32283
26.825,32278
26.83,32301
26.835,32296
26.84,32338
26.845,32219
26.85,32256
26.855,32276
26.86,32278
26.865,32233
26.87,32186
26.875,32236
26.88,32220
26.885,32241
26.89,32286
26.895,32271
26.9,32201
26.905,32215
26.91,32250
26.915,32285
26.92,32240
26.925,32250
26.93,32185
26.935,32224
26.94,32212
26.945,32250
26.95,32232
26.955,32210
26.96,32204
26.965,32254
26.97,32225
26.975,32295
26.98,32264
26.985,32255
26.99,32307
26.995,32240
27.0,32333
27.005,32289
27.01,32365
27.015,32339
27.02,32360
27.025,32364
27.03,32479
27.035,32547
27.04,32535
27.045,32720
27.05,32728
27.055,32768
27.06,32972
27.065,32980
27.07,33150
27.075,33095
27.08,33356
27.085,33390
27.09,33489
27.095,33604
27.1,33645
27.105,33810
27.11,33868
27.115,33928
27.12,33944
27.125,33955
27.13,34030
27.135,34368
27.14,34322
27.145,34272
27.15,34209
27.155,34190
27.16,34142
27.165,33998
27.17,33881
27.175,33909
27.18,33663
27.185,33636
27.19,33531
27.195,33497
27.2,33364
27.205,33237
27.21,33196
27.215,33193
27.22,33149
27.225,33097
27.23,33084
27.235,33041
27.24,33049
27.245,33094
27.25,33114
27.255,33165
27.26,33163
27.265,33308
27.27,33231
27.275,33379
27.28,33420
27.285,33512
27.29,33558
27.295,33510
27.3,33622
27.305,33685
27.31,33735
27.315,33758
27.32,33751
27.325,33847
27.33,33815
27.335,33814
27.34,33845
27.345,33820
27.35,33803
27.355,33815
27.36,33885
27.365,33768
27.37,33722
27.375,33660
27.38,33641
27.385,33531
27.39,33536
27.395,33468
27.4,33399
27.405,33349
27.41,33260
27.415,33226
27.42,33157
27.425,33094
27.43,33011
27.435,32984
27.44,32887
27.445,32887
27.45,32784
27.455,32787
27.46,32704
27.465,32652
27.47,32578
27.475,32604
27.48,32562
27.485,32522
27.49,32510
27.495,32477
27.5,32419
27.505,32391
27.51,32443
27.515,32413
27.52,32450
27.525,32458
27.53,32406
27.535,32392
27.54,32382
27.545,32360
27.55,32328
27.555,32250
27.56,32372
27.565,32363
27.57,32340
27.575,32341
27.58,32370
27.585,32366
27.59,32338
27.595,32320
27.6,32351
27.605,32357
27.61,32408
27.615,32292
27.62,32343
27.625,32291
27.63,32306
27.635,32409
27.64,32306
27.645,32316
27.65,32299
27.655,32351
27.66,32303
27.665,32256
27.67,32323
27.675,32347
27.68,32315
27.685,32321
27.69,32289
27.695,32280
27.7,32314
27.705,32272
27.71,32297
27.715,32276
27.72,32304
27.725,32341
27.73,32310
27.735,32354
27.74,32325
27.745,32307
27.75,32279
27.755,32318
27.76,32273
27.765,32346
27.77,32272
27.775,32274
27.78,32300
27.785,32278
27.79,32354
27.795,32334
27.8,32362
27.805,32422
27.81,32342
27.815,32445
27.82,32502
27.825,32569
27.83,32585
27.835,32611
27.84,32734
27.845,32806
27.85,32933
27.855,33017
27.86,33023
27.865,33180
27.87,33241
27.875,33302
27.88,33473
27.885,33602
27.89,33570
27.895,33804
27.9,33814
27.905,33984
27.91,33969
